law_id,state,content,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
AL1007,Alabama,"Section 1. That Article 2, Chapter 40, of Title 14 of the 1940 Code of Alabama, be and the same is hereby amended to read as follows: [...] Section 180. Dealers to be licensed. -- No retail dealer shall sell or otherwise transfer, or expose for sale or transfer, or have in his possession with intent to sell, or otherwise transfer, any pistol without being licensed and hereinafter provided. Section 181. Dealer's licenses, by whom granted and conditions thereof.-The duly constituted licensing authorities of any city, town or political subdivision of this state may grant licenses in forms prescribed by the secretary of state, effective for not more than one year from date of issue, permitting the licensee to sell pistols at retail within this state subject to the following conditions in addition to those specified in section 179 of this title, for breach of any of which the license shall be forfeited and the licensee subject to punishment as provided in this article. The business shall be carried on only in the building designated in the license. The license or a copy thereof, certified by the issuing authority, shall be displayed on the premises where it can easily be read. No pistol shall be sold in violation of any provision of this article, nor shall a pistol be sold under any circumstances unless the purchaser is personally known to the seller or shall present clear evidence of his identity. A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the secretary of state and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall within six hours be sent by registered mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the duplicate the dealer shall within seven days send to the secretary of state; the triplicate the dealer shall retain for six years. No pistol or imitation thereof or placard advertising the sale thereof

shall be displayed in any part of any premises where it can readily be seen from the outside. The fee for issuing said license shall be fifty cents which fee shall be paid into the state treasury.",0.32179537,0.071011685,0.0,1.0465577,0.102615036,0.12622055,0.07973729,1.3281395,0.2680003,0.0,0.0,0.24536233,0.20704053,0.24351561,0.0,0.13739358,0.0,0.24154678,1.0754838,0.0,0.5960962,0.0,0.0,0.005523048,0.272549,0.035798233,0.10073093,0.0,0.0,0.03844865
AL1011,Alabama,"§ 13A-11-57(a) Any person who sells, gives or lends to any minor any pistol , except under the circumstances provided in Section.

13A-11-72, bowie knife, or other knife of like kind or description, shall, on conviction, be fined not less than fifty dollars ($ 50) nor more than five hundred dollars ($ 500).",0.7412793,0.0,0.39964494,0.076987326,0.042133488,0.28088525,0.071517795,0.0,0.8848814,0.013355055,0.11580127,0.040638987,0.0,0.029211618,0.24472596,0.2677476,0.0019371735,0.21363382,0.01953711,0.0,0.03458643,0.75786084,0.2766494,0.090118855,0.0,0.4780802,0.0,0.0,0.0,0.082477234
AL1012,Alabama,"No person who is a minor, except under the circumstances provided in this section, a drug addict, or an habitual drunkard shall own a pistol or have one in his or her possession or under his or her control.",0.8380055,0.061755,0.5881827,0.060549688,0.08997518,0.0,0.054235183,0.041829027,1.0572718,0.020447426,0.56955934,0.04594957,0.097803764,0.013227945,0.117720425,0.063800365,0.0,0.055717126,0.0024650272,0.0,0.0,0.81985617,0.16849293,0.0,0.091859564,0.029569495,0.066112876,0.0,0.5333703,0.1412373
AL1015,Alabama,"§ 13A-11-79 ... A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the Secretary of State and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall be sent within six hours by registered or certified mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the dealer shall within seven days send the duplicate to the Secretary of State; and the dealer shall retain the triplicate for six years. ...",1.0568975,0.09602069,0.10896974,0.07678581,1.2985531,0.0,0.17176498,0.0,0.17537081,0.27120858,0.065426126,0.025907436,0.061870575,0.35175464,0.0,0.42645112,0.0,0.031943392,0.0,0.0,0.0018283514,0.0,0.02325801,0.4005624,0.40326488,0.1886497,0.17046285,0.04597876,0.0,0.18178427
AL1018,Alabama,No seller shall deliver a pistol to the purchaser thereof until forty-eight hours shall have elapsed.,1.0181222,0.08210292,0.16049883,0.0,0.059119746,0.0,0.17274088,0.0,0.7394369,0.0,0.17393187,0.0,0.0,0.0,0.1801971,0.25380847,0.008919942,0.032310463,0.0,0.8146146,0.03355737,1.0267912,0.8054284,0.112601094,0.07450954,0.0,0.16368188,0.004454087,0.47115836,0.058012523
AL1023,Alabama,"No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(14), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a pistol firearm or have one in his or her possession or under his or her control.

",0.7061533,0.24001028,1.1013777,0.082784146,0.016252683,0.025287056,0.29567033,0.0023386187,0.6574673,0.038188726,0.68501914,0.086562574,0.089112595,0.045213062,0.1685612,0.05882063,0.0,0.10018484,0.012978812,0.0,0.24219093,0.08082541,0.0,0.0,0.0,0.14658213,0.08075277,0.0,1.087973,0.09007878
AL1024,Alabama,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:

(1) Found by a court, board, commission, or other lawful authority that, as a result of marked subnormal intelligence, mental illness, incompetency, condition, or disease, is a danger to himself or herself or others or lacks the mental capacity to contract or manage his or her own affairs.

",0.49199986,0.3287847,0.0,0.54921526,0.0,0.0,0.7581616,0.5042408,0.11363028,0.0,0.15961297,0.19259265,0.4919234,0.09634666,0.08526439,0.0,0.22487606,0.039152015,0.081478186,0.0,0.0,0.0,0.0,0.046600375,0.12998086,0.35755184,0.0,0.0,1.5993187,0.2835422
AL1025,Alabama,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:



(2) Found to be insane, not guilty by reason of mental disease or defect, found mentally incompetent to stand trial, or found not guilty by a reason of lack of mental responsibility by a court in a criminal case, to include state, federal and military courts.

(3) Involuntarily committed for a final commitment for inpatient treatment to the Department of Mental Health or a Veterans' Administration hospital by a court after a hearing.",0.91391486,0.0,0.0,1.1645051,0.3098944,0.0,0.0,0.2508283,0.0,0.18142787,0.27909768,0.013760304,0.36520064,0.04179985,0.022715239,0.22040336,0.70284575,0.0,0.0,0.27126536,0.0,0.0,0.0,0.31219172,0.583539,0.04831076,0.107366815,0.048687335,0.384242,0.117093936
AL1031,Alabama,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",1.1511353,0.47369948,0.0,0.0,0.08025166,0.0,0.0,0.093014024,0.0,1.0072197,0.0,0.0,0.0,0.5647957,0.0043423898,0.0,0.0,0.52656245,0.005088184,0.0,0.2480199,0.15103091,0.0,0.07347459,1.1349851,0.0,0.0,0.25353146,0.0,0.0
AL1032,Alabama,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",1.1304173,1.5503229,0.21898285,0.0,0.14654541,0.007938634,0.0,0.6401279,0.0,0.023163712,0.0,0.0,0.0,0.6312573,0.0,0.38286838,0.9817444,0.11864016,0.0,0.0,0.32454184,0.0,0.0,0.058814377,0.35597882,0.0,0.0,0.0,0.6246518,0.004174748
AL1037,Alabama,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.13357994,0.2969978,0.15381962,0.049371913,0.0,0.9054781,0.0,0.0,0.091143146,0.012774136,0.06332328,1.6589932,0.0,0.0912763,0.0,0.018028403,0.0,0.09441527,0.0,0.0,0.006745842,0.0,0.0,0.63946354,0.06411583,0.0,0.20439637,0.0,0.9780483,0.0
AL1042,Alabama,"(a) The purpose of this section is to establish within the Legislature complete control over regulation and policy pertaining to firearms, ammunition, and firearm accessories in order to ensure that such regulation and policy is applied uniformly throughout this state to each person subject to the state's jurisdiction and to ensure protection of the right to keep and bear arms recognized by the Constitutions of the State of Alabama and the United States. This section is to be liberally construed to accomplish its purpose. (e) Any existing orders, ordinances, or rules promulgated or enforced contrary to the terms of this section are null and void and any future order, ordinance, or rules shall comply with this section.",0.38572994,0.23421891,0.05620042,0.0,0.1125956,0.9165975,0.18285176,0.50852746,0.0014223368,0.050272234,0.0,0.8076519,0.3255553,0.0,0.047742866,0.08101951,0.071814455,0.28530416,0.0,0.0,0.26493442,0.13617381,0.007503926,0.16681194,0.0,0.03348918,0.015395775,0.017530696,0.6270445,0.08834409
AR1002,Arkansas,"A person commits the offense of carrying a weapon if he possesses a handgun, knife, or club on or about his person, in a vehicle occupied by him, or otherwise readily available for use with a purpose to employ it as a weapon against a person.",0.845133,0.35182792,1.1790938,0.069607966,0.13629964,0.010165771,0.13952966,0.0,0.7110978,0.0,0.6844004,0.0050458442,0.0077259038,0.0050944434,0.1642096,0.0041370466,0.0,0.08549501,0.085658394,0.18364976,0.0,0.20012732,0.070728004,0.010022869,0.06696153,0.08362124,0.023982294,0.0005791504,1.1894715,0.06690467
AR1007,Arkansas,No person in this state under eighteen (18) years of age shall possess a handgun.,0.8363114,0.04529339,0.32900122,0.10131089,0.04178783,0.0,0.07969789,0.049525805,1.16109,0.048942033,0.5510019,0.065905064,0.08609902,0.0,0.0757942,0.0051696943,0.0,0.07739555,0.0072882385,0.033320576,0.0,0.99902016,0.15933837,0.0,0.11273846,0.0,0.0,0.010177126,0.50739247,0.17099358
AR1010,Arkansas,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",0.71292865,0.25868893,0.832621,0.05859971,0.09090977,0.097977206,0.60973406,0.0,0.1360315,0.0,0.5173501,0.07005557,0.21677405,0.0,0.3612096,0.24708675,0.0,0.0,0.0,0.0,0.50745887,0.0,0.0,0.08167629,0.0,0.06654979,0.05035751,0.071494855,1.0657429,0.0031082528
AR1014,Arkansas,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",0.7129277,0.25869057,0.8326273,0.05860335,0.090911485,0.097978376,0.6097324,0.0,0.13603032,0.0,0.51735055,0.07005399,0.21677315,0.0,0.36120892,0.24708727,0.0,0.0,0.0,0.0,0.5074586,0.0,0.0,0.08167357,0.0,0.06654884,0.05035606,0.07149454,1.0657407,0.0031087683
AR1020,Arkansas,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:

(2) Adjudicated mentally ill;",0.42901644,0.027961977,0.82188624,0.3557975,0.012345429,0.7138184,0.040373243,0.077364594,0.0,0.016823415,0.0,0.77200407,0.13628525,0.013599503,0.1133176,0.055856057,0.06281749,0.22053966,0.007821683,0.35490072,0.16158901,0.095509484,0.23525077,0.29340327,0.0,0.07999756,0.0,0.03877422,0.16867286,0.17580213
AR1021,Arkansas,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:



(3) Committed involuntarily to any mental institution.",0.3989339,0.033541404,0.8201931,0.37035197,0.042366132,0.7923667,0.0,0.09927677,0.0,0.028656024,0.0,0.873152,0.090329796,0.018201655,0.05115102,0.04000082,0.06557961,0.25201127,0.0,0.2705372,0.09041614,0.055636615,0.27858555,0.31826958,0.0,0.045244157,0.0,0.039628226,0.15973178,0.17554584
AR1030,Arkansas,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",1.1511356,0.47369954,0.0,0.0,0.08025226,0.0,0.0,0.093014106,0.0,1.007219,0.0,0.0,0.0,0.56479615,0.0043426594,0.0,0.0,0.5265623,0.0050876006,0.0,0.24801908,0.15103094,0.0,0.073474616,1.1349847,0.0,0.0,0.25353158,0.0,0.0
AR1032,Arkansas,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",1.1304169,1.5503244,0.2189827,0.0,0.14654559,0.0079382565,0.0,0.6401279,0.0,0.023163384,0.0,0.0,0.0,0.63125753,0.0,0.38286832,0.98174536,0.11864016,0.0,0.0,0.32454282,0.0,0.0,0.058814313,0.3559773,0.0,0.0,0.0,0.6246523,0.0041746087
AR1039,Arkansas,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless—“(A) after the most recent proposal of such transfer by the transferee—(ii)(I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or

“(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law",0.9182834,1.3704702,0.0,0.26657847,0.0,0.08215944,0.24789558,0.54249716,0.00031189818,0.0,0.0,0.06480019,0.0,0.4768928,0.007464997,0.0,0.95208246,0.009890083,0.0014760398,0.0,0.16972324,0.15320173,0.09275792,0.0,0.22485527,0.0,0.16510108,0.028860025,0.93472695,0.26211357
AR1051,Arkansas,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.13357963,0.2969996,0.15381937,0.04937098,0.0,0.905478,0.0,0.0,0.09114385,0.012773374,0.06332336,1.6589936,0.0,0.09127659,0.0,0.018028772,0.0,0.094415024,0.0,0.0,0.0067458577,0.0,0.0,0.6394636,0.0641151,0.0,0.20439728,0.0,0.97804695,0.0
AR1043,Arkansas,"Except as provided in § 5-73-322, a person in this state shall not possess a handgun upon the property of any private institution of higher education or a publicly supported institution of higher education in this state on or about his or her person, in a vehicle occupied by him or her, or otherwise readily available for use with a purpose to employ the handgun as a weapon against a person.",0.62442297,0.24068,1.0788678,0.10268315,0.0,0.20383939,0.53999037,0.21486281,0.0,0.021723635,0.0,0.5503932,0.27585852,0.0,0.11206038,0.073143214,0.0,0.25383073,0.020471675,0.00652552,0.0,0.09833916,0.17799759,0.33481207,0.116406076,0.1377007,0.0,0.06561999,0.0010711692,0.25068682
