law_id,state,content,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
AK1044,Alaska,"If a peace officer investigating a crime involving domestic violence determines that it is necessary to protect the victim or the victim's family from domestic violence or to protect the officer or the public during the investigation, the officer may (1) seize a deadly weapon in plain view of the officer, and (2) if a deadly weapon was actually possessed during or used in the domestic violence, seize all deadly weapons owned, used, possessed, or within the control of the alleged perpetrator. If the weapon is not needed as evidence in a criminal case, the law enforcement agency having custody of the weapon, within 24 hours of making the determination that the weapon is not needed as evidence in a criminal case, shall make the weapon available for pickup by the owner of the weapon during regular business hours.",0.0,0.0018670617037509045,0.0,0.0011769523954830196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12817473605858684,0.0,0.0,0.0,0.0,0.3331455007346384,0.0
AK1047,Alaska,"The authority to regulate firearms and knives is reserved to the state, and, except as specifically provided by statute, a municipality may not enact or enforce an ordinance regulating the possession, ownership, sale, transfer, use, carrying, transportation, licensing, taxation, or registration of firearms or knives.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009699779206581239,0.0,0.0,0.3065345965347986,0.0,0.0,0.0,0.0020086946960420687,0.0,0.0,0.0,0.0
AL1007,Alabama,"Section 1. That Article 2, Chapter 40, of Title 14 of the 1940 Code of Alabama, be and the same is hereby amended to read as follows: [...] Section 180. Dealers to be licensed. -- No retail dealer shall sell or otherwise transfer, or expose for sale or transfer, or have in his possession with intent to sell, or otherwise transfer, any pistol without being licensed and hereinafter provided. Section 181. Dealer's licenses, by whom granted and conditions thereof.-The duly constituted licensing authorities of any city, town or political subdivision of this state may grant licenses in forms prescribed by the secretary of state, effective for not more than one year from date of issue, permitting the licensee to sell pistols at retail within this state subject to the following conditions in addition to those specified in section 179 of this title, for breach of any of which the license shall be forfeited and the licensee subject to punishment as provided in this article. The business shall be carried on only in the building designated in the license. The license or a copy thereof, certified by the issuing authority, shall be displayed on the premises where it can easily be read. No pistol shall be sold in violation of any provision of this article, nor shall a pistol be sold under any circumstances unless the purchaser is personally known to the seller or shall present clear evidence of his identity. A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the secretary of state and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall within six hours be sent by registered mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the duplicate the dealer shall within seven days send to the secretary of state; the triplicate the dealer shall retain for six years. No pistol or imitation thereof or placard advertising the sale thereof

shall be displayed in any part of any premises where it can readily be seen from the outside. The fee for issuing said license shall be fifty cents which fee shall be paid into the state treasury.",0.0027466812741312706,0.0,0.0037053811353282857,0.008288573007583731,0.0,0.04366928278647937,0.0,0.0,0.0,0.09379665871178283,0.0,0.030040137596015308,0.0,0.01960355587196548,0.0,0.0,0.20162495590063892,0.0,0.0,0.03950004839280382
AL1011,Alabama,"§ 13A-11-57(a) Any person who sells, gives or lends to any minor any pistol , except under the circumstances provided in Section.

13A-11-72, bowie knife, or other knife of like kind or description, shall, on conviction, be fined not less than fifty dollars ($ 50) nor more than five hundred dollars ($ 500).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009006427190903702,0.0,0.03506386948008363,0.0,0.0,0.0,0.07350687846885791,0.09518348859430412,0.0,0.0,0.0,0.0,0.0031154658527686417
AL1012,Alabama,"No person who is a minor, except under the circumstances provided in this section, a drug addict, or an habitual drunkard shall own a pistol or have one in his or her possession or under his or her control.",0.0006530738789131735,0.0,0.0,0.0008239858555992503,0.007574912337119976,0.0,0.0,0.0006433805451648202,0.024424715817815492,0.08294931775662143,0.026156949055505974,0.017595134574897718,0.0014964641710330704,0.0,0.12159409092996225,0.0,0.0,0.008025732353943245,0.0,0.0
AL1015,Alabama,"§ 13A-11-79 ... A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the Secretary of State and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall be sent within six hours by registered or certified mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the dealer shall within seven days send the duplicate to the Secretary of State; and the dealer shall retain the triplicate for six years. ...",0.006365850933400343,0.0,0.006676251304334452,0.0,0.0,0.046787973333034936,0.0,0.0,0.0,0.00922251601638885,0.0,0.0,0.005457499699373182,0.02378195635938857,0.0,0.0010770358329791796,0.22328001434686706,0.0,0.0,0.0
AL1018,Alabama,No seller shall deliver a pistol to the purchaser thereof until forty-eight hours shall have elapsed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009588584935888135,0.0,0.11738231685356043,0.0,0.0,0.0,0.0,0.0,0.0,0.14192518371881765,0.0,0.0,0.0
AL1023,Alabama,"No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(14), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a pistol firearm or have one in his or her possession or under his or her control.

",0.0,0.0,0.0,0.0076502670341350755,0.06358748614506744,0.0,0.0,0.0,0.00045150511365176177,0.03777667458688153,0.031028900065488297,0.0,0.0,0.0,0.0,0.0,0.0,0.08518562208722762,0.14266354146008833,0.0
AL1024,Alabama,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:

(1) Found by a court, board, commission, or other lawful authority that, as a result of marked subnormal intelligence, mental illness, incompetency, condition, or disease, is a danger to himself or herself or others or lacks the mental capacity to contract or manage his or her own affairs.

",0.0,0.0,0.0,0.0031597287624583192,0.0481383438850334,0.0,0.0,0.0,0.026403470393534946,0.0,0.1031851529215176,0.0004003694440244968,0.0,0.0,0.0013980885650506807,0.0,0.0,0.061286773978210224,0.10859740183199126,0.0
AL1025,Alabama,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:



(2) Found to be insane, not guilty by reason of mental disease or defect, found mentally incompetent to stand trial, or found not guilty by a reason of lack of mental responsibility by a court in a criminal case, to include state, federal and military courts.

(3) Involuntarily committed for a final commitment for inpatient treatment to the Department of Mental Health or a Veterans' Administration hospital by a court after a hearing.",0.0,0.0,0.0,0.0006453446898293425,0.04991495669765687,0.00146576670154856,0.0,0.0,0.0050269354808223626,0.0,0.2159411871912545,0.0,0.0,0.0,0.0,0.0,0.0,0.05470170014631305,0.08743438885002251,0.006261237405708812
AL1031,Alabama,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",0.2742548590726808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005158637761459444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL1032,Alabama,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",0.0,0.0,0.0,0.4145261106618695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685822723536529
AL1037,Alabama,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.0,0.3699556194010858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL1042,Alabama,"(a) The purpose of this section is to establish within the Legislature complete control over regulation and policy pertaining to firearms, ammunition, and firearm accessories in order to ensure that such regulation and policy is applied uniformly throughout this state to each person subject to the state's jurisdiction and to ensure protection of the right to keep and bear arms recognized by the Constitutions of the State of Alabama and the United States. This section is to be liberally construed to accomplish its purpose. (e) Any existing orders, ordinances, or rules promulgated or enforced contrary to the terms of this section are null and void and any future order, ordinance, or rules shall comply with this section.",0.0,0.008488881925851201,0.0,0.00831690746314719,0.06054128456252018,0.0,0.0,0.00016625052619772068,0.0,5.5101367738837164e-05,0.02625478136968895,0.15629603743791384,0.0037446363828174747,0.0,0.0,0.0,0.0,0.015389353081886494,0.0,0.0
AR1002,Arkansas,"A person commits the offense of carrying a weapon if he possesses a handgun, knife, or club on or about his person, in a vehicle occupied by him, or otherwise readily available for use with a purpose to employ it as a weapon against a person.",0.0004451808663200161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1926042824444767,0.0,0.015164520784877277,0.0,0.12326551581097236,0.0,0.0
AR1007,Arkansas,No person in this state under eighteen (18) years of age shall possess a handgun.,0.009111115085260843,0.0,0.22206016147462926,0.0008931536045408768,0.0,0.001852144450305386,0.0,0.0,0.0,0.002973646020113426,0.02627293906314288,0.0,0.0,0.0,0.0,0.027063255538324376,0.003489405979111615,0.0,0.0,0.0
AR1010,Arkansas,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",0.0,0.01002667582011457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14960724512504878,0.2698217655214,0.0,0.0,0.02038618708524848,0.0,0.0
AR1014,Arkansas,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",0.0,0.01002667582011457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14960724512504878,0.2698217655214,0.0,0.0,0.02038618708524848,0.0,0.0
AR1020,Arkansas,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:

(2) Adjudicated mentally ill;",0.0,0.034544256823985375,0.003028266227691225,0.0,0.0,0.005900093794861258,0.0,0.0023589439779596135,0.0,0.0003119390439064415,0.17741814757809632,0.023007650438846592,0.038173461706423176,0.0,0.0,0.005491357241412048,0.030597543422041115,0.0,0.0,0.014346489601628314
AR1021,Arkansas,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:



(3) Committed involuntarily to any mental institution.",0.0,0.03379161669696669,0.001287167823031715,0.0,0.0,0.004820339443021695,0.004904946270123139,0.0014939831811153694,0.0,0.0,0.2118641919741164,0.021027613299154042,0.03507856333855718,0.0,0.0,0.0044409128244488165,0.02859173060274195,0.0,0.00021311054760706486,0.01433594092039369
AR1030,Arkansas,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",0.2742548590726808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005158637761459444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR1032,Arkansas,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",0.0,0.0,0.0,0.4145261106618695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685822723536529
AR1039,Arkansas,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless—“(A) after the most recent proposal of such transfer by the transferee—(ii)(I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or

“(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law",0.24548771283222964,0.0025690762679760285,0.0016029708560464835,0.0,0.0,0.0,0.0,0.002448012061699937,0.00028239737746762995,0.0,0.0,0.008346530888422353,0.0,0.0,0.0,0.007794635844268841,0.0,0.0,0.009439003509524858,0.060322773528005816
AR1051,Arkansas,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.0,0.3699556194010858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR1043,Arkansas,"Except as provided in § 5-73-322, a person in this state shall not possess a handgun upon the property of any private institution of higher education or a publicly supported institution of higher education in this state on or about his or her person, in a vehicle occupied by him or her, or otherwise readily available for use with a purpose to employ the handgun as a weapon against a person.",0.0068958569197122566,0.0,0.010856472836743746,0.0,0.0,0.0,0.06887285933296748,0.0,0.0,0.003103655877501282,0.09288940673897488,0.0,0.0,0.06583516708667586,0.0,0.03654670318306076,0.0,0.020233460366375754,0.0,0.0
AR1044,Arkansas,"(b) A licensee who has completed the training required under subsection (g) of this section may possess a concealed handgun in the buildings and on the grounds of a public university, public college, or community college, whether owned or leased by the public university, public college, or community college, unless otherwise prohibited by this section or § 5-73-306.

(c)(1) A licensee may possess a concealed handgun in the buildings and on the grounds of a private university or private college unless otherwise prohibited by this section or § 5-73-306 if the private university or private college does not adopt a policy expressly disallowing the carrying of a concealed handgun in the buildings and on the grounds of the private university or private college.",0.0,0.0,0.0027324497855795563,0.026322510000691735,0.0,0.0,0.2672702923329839,0.0,0.0,0.0,0.0,0.0018588895113702249,0.0,0.01541013085310628,0.0,0.02719925642156002,0.0,0.0,0.0,0.0
AR1045,Arkansas,"No person in this state shall possess a handgun upon the property of the publicly supported institutions of higher education in this state on or about his person, in a vehicle occupied by him or otherwise readily available for use with a purpose to employ it as a weapon against a person.",0.005722815234146664,0.0,0.013337491112423671,0.0004238723538615098,0.0,0.001460947775116415,0.028531626380145517,0.0,0.0,0.008963239446185463,0.036963232723828864,0.0016030450978521465,0.0,0.09258730232007313,0.0,0.02704482942436053,0.006880859961235825,0.04498251608756204,0.0,0.0
AR1047,Arkansas,"A local unit of government shall not enact any ordinance or regulation pertaining to, or regulate in any other manner, the ownership, transfer, transportation, carrying, or possession of firearms, ammunition for firearms, or components of firearms, except as otherwise provided in state or federal law.",0.012235906434705507,0.0012124464497061478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39353665276208477,0.00038897520906337984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ1004,Arizona,"If the Brady Handgun Violence Protection Act (P.L. 103-159) is repealed or if there is a final determination by court of competent jurisdiction that the Brady Handgun Violence Protection Act is unconstitutional, this section is repealed, Laws 1994, Ch. 184, § 5. Amended by Laws 1998, Ch. 249, § 1, effective November 30, 1998, by Laws 1998, § 2 A. The department of public safety shall establish an instant background check system. The department shall conduct background checks to determine whether purchases, sales or transfers of firearms to any person violate any federal law

or any law of this state prohibiting the possession of firearms.

B. The instant background check system shall be known as the Arizona firearms clearance center. The firearms clearance center shall establish procedures for providing information to licensed firearms dealers regarding whether a purchaser or transferee is a felon, is a fugitive from justice or is disqualified from lawfully possessing a firearm by any federal law or law of this state.",0.0034363000443745208,0.004374483838213418,0.00031443465454001506,0.05109182394350111,0.029956527747499573,0.0,0.0018065837735356395,0.005759365329884622,0.0,0.0,0.0050290285818185955,0.06895976281770495,0.0,0.0,0.0,0.052153692393233406,0.03854000903948963,0.0,0.030248361994581235,0.054256113872188365
AZ1005,Arizona,"A person commits misconduct involving weapons by knowingly:

1. Carrying a deadly weapon except a pocket knife concealed on his person.",0.0,0.003141170154799481,0.0005173818675145521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273491717192717,0.0,0.0,0.0,0.06789049765775762,0.0,0.0
AZ1006,Arizona,"E. The department of public safety shall issue a permit to an applicant who meets all of the following conditions:

1. Is a resident of this state.

2. Is twenty-one years of age or older.

3. Is not under indictment for and has not been convicted in any jurisdiction of a felony.

4. Does not suffer from mental illness and has not been adjudicated mentally incompetent or committed to a mental institution.5. Is not unlawfully present in the United States.

6. Satisfactorily completes a firearms safety training program approved by the department of public safety pursuant to subsection N of this section. This paragraph does not apply to a person who has honorably retired as a federal, state or local peace officer with a minimum of ten years of service.",0.0017468855257135555,0.0072750898016598585,0.02659841643566413,0.0,0.0,0.03939184847887558,0.0164878751448937,0.0,0.0391618326004527,0.0,0.21697029111316382,0.0,0.0,0.0,0.0,0.11912099694152999,0.0,0.0,0.03519018441841457,0.0
